,description,field,desc_id,label,eadid
2198,"Contains:'On the Quantitative Relation of Comb Size and Gonadic Activity in the Fowl' by Alan Greenwood and F.A.E Crew, reprinted from the Proceedings of the Royal Society of Edinburgh, Session 1926-1927, Vol. XLVII, Part II, No. 14 (1927);'An Experimental Study on the Effect of Thyroxin upon Sexual Differentiation in the Fowl', by Alan Greenwood and A.C Chaudhuri, reprinted from the British Journal of Experimental Biology, Vol. V, No. 4 (June 1928);'An Extreme Free-Martin and a Free-Martin-Like Condition in the Sheep' by J.A. Fraser-Roberts and A.W. Greenwood, reprinted from the Journal of Anatomy, Vol. LXIII, Part I (October 1928);'Studies in Embryonic Mortality in the Fowl: III. Chick Monsters in Relation to Embryonic Mortality' by F.B Hutt and Alan Greenwood (together with accompanying papers by F.B Hutt), reprinted from the Proceedings of the Royal Society of Edinburgh, Session 1928-1929, Vol. XLIX, Part II, No.s 10-12 (1929);'The Effect of Yolk Injections on the Plumage of an Ovariotomised Brown Leghorn Hen' by Stefan Kopeć and Alan Greenwood, reprinted by Wilhelm Roux, Archiv für Entwicklungsmechanik der Organisen (1929);'Note on a Water-Soluble Active Principle Isolated from the Mammalian Testis and Urine, and its Relation to Oestrin' by E.C Dodds, Greenwood and E.J. Gallimore, reprinted from The Lancet , (29 March 1930);'Properties of the Comb-Growth-Promoting Substance Obtained from Testes and Urine' by Edward Charles Dodds, Alan Greenwood, Hamish Allan and Eric James Gallimore, reprinted from the Biochemical Journal, Vol. XXIV, No.4 (1930);'Sex Change in the Plumage of Brown Leghorn Capons following the Injection of Certain Synthetic Oestrus-Producing Compounds' by J.W Cook, E.C Dodds and Alan Greenwood, reprinted from the Proceedings of the Royal Society, B., Vol. 114 (1934);'Quantitative Studies on the Response of the Capon's Comb to Androsterone' by Alan Greenwood, Janet Scott Salmon Blyth and Robert Kenneth Callow, reprinted from the Biochemical Journal, Vol. XXIX, No. 6 (1935);'On the Relation Between Thyroid and Sex Gland Functioning in the Brown Leghorn Fowl' by Alan Greenwood and J.P. Chu, reprinted from the Quarterly Journal of Experimental Physiology and Cognate Medical Sciences, Vol. 29, No. 2 (1939);'A Study of Fecundity in the Domestic Fowl: the Behaviour of Persistency in Individual Hens' by Alan Greenwood, Janet Blyth and Nancy Galpin, reprinted from the Journal of Agricultural Science, Vol. XXX, Part II (April 1940);'The Problem of the Moult in the Castrated Brown Leghorn Fowl' by Alan Greenwood and Marca Burns, reprinted in the Quarterly Journal of Experimental Physiology and Cognate Medical Sciences, Vol. 30, No. 2 (1940);'17-Ketosteroid Excretion in Adrenal Virilism' by Jocelyn Patterson, Isobel M. McPhee and Alan Greenwood, reprinted from the British Medical Journal, Vol. 1 (10 January 1942);'The Influence of Genetic Factors on the Transmissability of Fowl Sarcomas' by Alan Greenwood and P.R Peacock, reprinted from the British Journal of Experimental Pathology, Vol. XXVI (1945);Agriculture Overseas, Report No. 6: Development of the Poultry Industry in North America, by R. Coles, R.F Gordon, Alan Greenwood, C. Hedderwick, J. Sutton and G.R.L Sykes (London, 1947);'Indications of the Heritable Nature of Non-Susceptibility to Rous Sarcoma in Fowls' by Alan Greenwood, Janet Blyth and J.G Carr, reprinted from the British Journal of Cancer, Vol. II (1948);'Poultry Breeding: A June Broadcast' by Alan Thompson and Alan Greenwood (undated, c.1951);'Variations in the Amounts of Thick and Thin Albumen in Hen's Eggs with the Age of the Bird' by Alan Greenwood and W. Bolton, reprinted from the Journal of Agricultural Science, Vol. 47, No. 1 (1956).

",Scope and Contents,804,"{'Masculine', 'Unknown', 'Feminine'}",Coll-1057
5434,"One photograph shows Alan Greenwood sitting in a train carriage; the other is a more formal portrait from an earlier period.

",Scope and Contents,805,"{'Masculine', 'Unknown'}",Coll-1057
8155,"Recto: photograph of Dr Blyth inspecting a Brown Leghorn hen at the Poultry Research Centre, with a caption reading: 'Dr Blyth inspects a Brown Leghorn hen in the spacious breeding hens house where the most detailed checks of the laying of the birds are registered regularly throughout the day in charts'; photograph of Dr Lake and Dr B. Dugdale with a cockerel. Verso: photograph of Alan Greenwood appearing on a television screen; photograph of two unidentified women sitting together; photograph of Alan Greenwood standing in front of bookcases in his office.

",Scope and Contents,806,"{'Stereotype', 'Unknown', 'Masculine', 'Omission', 'Gendered-Role'}",Coll-1057
10808,"The undated notes, presumably in Josephine Greenwood's hand, record 6 papers of Greenwood's which are recorded as 'missing' from the collection.

",Scope and Contents,807,"{'Omission', 'Unknown'}",Coll-1057
3309,"Includes a letter of good luck to the society from Alan Greenwood.

",Scope and Contents,808,"{'Masculine', 'Unknown'}",Coll-1057
2179,"Contains: letter from F.A.E Crew to Greenwood handing over control of the Institute of Animal Genetics due to the Second World War (February 1940); newspaper clippings (1942-1946); certificate and photographs relating to Greenwood's Home Guard service (1940-1944); report listing poultry research centres in America, material relating to the 8th World's Poultry Congress, Copenhagen (August 1948); various correspondence, photographs newspaper clippings and articles.

",Scope and Contents,809,"{'Masculine', 'Omission', 'Unknown'}",Coll-1057
2184,"Contains: personal photographs of Alan Greenwood's family, photographs of staff and work at the Poultry Research Centre and an album of postcards from Greenwood's trip to the USA and Canada (1958).

",Scope and Contents,810,"{'Omission', 'Masculine', 'Unknown'}",Coll-1057
1742,"Caption reads: 'Dr Greenwood cutting egg solids cake at Poultry and Egg National Board luncheon, Sept. 10th 1953. Watching is H.H. Alp, director of the commodity departments, American Farm Bureau Federation. Function held at La Salle Hotel.'

",Scope and Contents,811,"{'Masculine', 'Omission', 'Unknown', 'Occupation'}",Coll-1057
8174,"Recto: two photographs of the rear and end views of the Poultry Research Centre, King's Buildings. Verso: two photographs of Alan Greenwood at his desk.

",Scope and Contents,812,"{'Gendered-Pronoun', 'Masculine'}",Coll-1057
10757,"The photographs consist mainly of photographs of Alan Greenwood, staff from the Institute of Animal Genetics and Poultry Research Centre, their relations and visitors, and various events and conferences. There are also a number of photographs showing the construction and opening of the Poultry Research Centre building at Kings Buildings and the sub-station at Easter Bush. There appears to be a combination of official photographs taken, for instance, for a publication, and more informal snapshots. The photographs are mounted on sheets of foolscap paper which have been hole-punched and have presumably been removed from a folder at an earlier stage. The subjects of the pictures are often annotated, probably by Alan Greenwood.  Some sheets have photographs mounted on both sides, while other sheets have clearly had photographs removed. Except where noted, the photographs are in black and white. Many of the photographs are signed 'M.L', which denotes Miron Latyszewski, at that time a research officer at the Institute of Animal Genetics.

",Scope and Contents,813,"{'Occupation', 'Masculine', 'Unknown'}",Coll-1057
10600,"The first photograph shows J.E Wilson standing next to the Wye Oak (the largest white oak in the United States), Maryland; the second photograph shows J.E Wilson and Richard M. Fraps at the Jefferson Memorial, Washington DC.

",Scope and Contents,814,{'Unknown'},Coll-1057
8147,"Recto: cutting of an article with the headline 'How These Old Hens Lay!' (Farming News and N.B.A, 09 February 1957). Verso: Alan Greenwood with Dr L. Kaufman and Dr Grjewski from Poland; photograph of Kaufman and Grjewski in Princes Street Gardens, Edinburgh (both 1956). Pictures signed on the back 'M.L.'

",Scope and Contents,815,"{'Omission', 'Masculine', 'Unknown'}",Coll-1057
11141,"Title page annotated 'Broadcast 25th Jan 1949. Overseas Programme Land and Livestock' and the initials 'D.J.P'.

",Scope and Contents,816,{'Unknown'},Coll-1057
10599,"The first photograph shows J.E Wilson and Dr Roblee at Jasper Park; the second photograph shows Professor Mossman, Alan Greenwood and Professor Domm at Madison, Wisconsin.

",Scope and Contents,817,"{'Masculine', 'Omission', 'Unknown'}",Coll-1057
3341,"Includes two photographs of Alan Greenwood's father and uncles, a portrait of Greenwood in soldier's uniform and a photograph of Greenwood outside the Poultry Research Centre.

",Scope and Contents,818,"{'Unknown', 'Omission', 'Masculine', 'Gendered-Role', 'Occupation'}",Coll-1057
8143,"Recto: Alan Greenwood's invitation to the opening of the 10th World's Poultry Congress (14 August 1954); photograph of attendees at the ceremony, including Alan Greenwood, at the McEwan Hall; an article in French about the Congress (Cocoréchos); an article about the Tenth World's Poultry Congress (British Agricultural Bulletin, No. 31, Vol. 7, May 1954). Verso: blank invitation card for a conversazione from the Director and Staff of the Poultry Research Centre; an invitation card to Alan Greenwood from the 10th World's Poultry Congress Organisation for the closing ceremony of the Congress (21 August 1954); invitation card to Alan Greenwood from the Earl of Home, Minister of State for Scotland, for lunch on 14 August 1954.

",Scope and Contents,819,"{'Unknown', 'Omission', 'Masculine', 'Gendered-Role', 'Occupation'}",Coll-1057
10834,"These items consist of a bound volume and seven envelopes. The envelopes contain material which has been removed from the volume and consists of a variety of photographs, correspondence, typescripts, ephemera and newspaper clippings. The bound volume still contains some items which have been affixed inside, namely: a letter to Greenwood relating to his service with the Home Guard (January 1945) and various newspaper clippings and articles.

",Scope and Contents,820,"{'Masculine', 'Omission', 'Gendered-Pronoun', 'Unknown'}",Coll-1057
2920,"First page annotated 'Broadcast in the overseas programme 'Calling Australia', June 1st 1943', with the initials 'DJP'.

",Scope and Contents,821,{'Unknown'},Coll-1057
2171,"Contains: bills and postcards from Alan Greenwood's trip to the USA (1946); programmes, invitations, menus and photographs from various events, including group photographs from the Chick Producers Association conference in Bournemouth (October 1950), official Ministry of Agriculture dinner, the World's Poultry Congress, Paris (August 1951), Pakistan Embassy Lunch, World's Poultry Science Association (August 1951); and various press cuttings (1959-1960).

",Scope and Contents,822,"{'Occupation', 'Masculine', 'Unknown'}",Coll-1057
2193,"Contains: typescript of BBC script 'Science Review: Poultry Research' (June 1954); list of guests to be invited to a Conversazione at the Poultry Research Centre; programme and menus for the 10th World's Poultry Congress, Edinburgh (August 1954); typescripts titled 'Genetics and Animal Nutrition' and 'Control of Sex' (October 1954), and correspondence, photographs and various newspaper clippings, some relating to Alan Greenwood's CBE (1955).

",Scope and Contents,823,{'Unknown'},Coll-1057
10601,"The first photograph shows Pierre Labreque, J.E Wilson, Professor Maw and Mr Pilon at Quebec standing near benches; the second photograph shows Dr Emslie, Dr Gowe and Dr Aitken at the Central Experimental Farm, Ottawa, Canada. The page is captioned 'Photographs taken during Dr Greenwood's trip to America in 1953', although these particular photographs were taken in Canada.

",Scope and Contents,824,"{'Masculine', 'Omission', 'Unknown', 'Gendered-Role'}",Coll-1057
2187,"Contains: programme and correspondence relating to the Scottish Poultry Conferences (November 1955); menu for dinner with Sir William H. Cooper (December 1955); and various newspaper clippings.

",Scope and Contents,825,"{'Masculine', 'Gendered-Role'}",Coll-1057
11142,"Title page annotated 'Written for The Countryman, February 5th 1947 by A.W Greenwood'.

",Scope and Contents,826,"{'Masculine', 'Generalization', 'Unknown'}",Coll-1057
2154,"Contains:    
      academic certificates of Alan Greenwood and Janet Alison Vera Crockett;
      papers relating to the Institute of Animal Genetics, including a notebook detailing various poultry experiments, a report from the Institute (1943-1944) and various historical memoranda;
      papers relating to the Poultry Research Centre;
      reprints of journal articles and research papers;
      various lectures given by Alan Greenwood;
      photographs, including those of staff at the Poultry Research Centre.

",Scope and Contents,827,"{'Masculine', 'Unknown'}",Coll-1057
1589,"Both cuttings concern the awarding of a Distinguished Service Awards medal to Alan Greenwood among others from the Poultry Association of Great Britain (The Scotsman, 15 March 1954 and Modern Poultry Keeping 17 March 1954).

",Scope and Contents,828,"{'Stereotype', 'Masculine', 'Unknown'}",Coll-1057
